Corporation,Card,PlayerGames,AvgEloChange
United Nations Mars Initiative,Acquired Company,160,-1.3375
ThorGate,Lichen,174,-1.33908045977011
United Nations Mars Initiative,Heat Trappers,174,-1.33908045977011
United Nations Mars Initiative,Beam From a Thorium Asteroid,154,-1.34415584415584
Teractor,Rover Construction,395,-1.34430379746835
Helion,Deep Well Heating,331,-1.34441087613293
Inventrix,Tundra Farming,389,-1.34447300771208
Inventrix,Lightning Harvest,364,-1.34615384615385
Inventrix,Heather,371,-1.34770889487871
Inventrix,Industrial Center,345,-1.34782608695652
PhoboLog,Birds,244,-1.34836065573771
United Nations Mars Initiative,Psychrophiles,114,-1.35087719298246
ThorGate,Ore Processor,213,-1.35211267605634
Helion,Underground City,326,-1.35276073619632
ThorGate,GHG Producing Bacteria,177,-1.35593220338983
Helion,Towing a Comet,315,-1.36507936507937
United Nations Mars Initiative,Peroxide Power,178,-1.36516853932584
Helion,Beam From a Thorium Asteroid,405,-1.37283950617284
Inventrix,SF Memorial,303,-1.37293729372937
ThorGate,Virus,142,-1.37323943661972
Helion,Security Fleet,314,-1.37898089171975
PhoboLog,Tardigrades,273,-1.38095238095238
Inventrix,Livestock,359,-1.38161559888579
Inventrix,Ecological Zone,364,-1.38186813186813
United Nations Mars Initiative,Archaebacteria,164,-1.38414634146341
Inventrix,Indentured Workers,356,-1.38483146067416
PhoboLog,Space Hotels,236,-1.38559322033898
United Nations Mars Initiative,Noctis City,155,-1.39354838709677
Inventrix,Lava Flows,339,-1.3952802359882
United Nations Mars Initiative,Windmills,167,-1.40119760479042
United Nations Mars Initiative,Trees,173,-1.40462427745665
Helion,Ecological Zone,337,-1.40949554896142
United Nations Mars Initiative,Birds,151,-1.41059602649007
United Nations Mars Initiative,Sabotage,170,-1.41176470588235
United Nations Mars Initiative,Methane From Titan,147,-1.41496598639456
Robinson Industries,Tundra Farming,282,-1.41843971631206
PhoboLog,Geothermal Power,231,-1.41991341991342
PhoboLog,Lagrange Observatory,301,-1.421926910299
ThorGate,Noctis City,156,-1.42307692307692
Helion,Lunar Beam,387,-1.42635658914729
ThorGate,Toll Station,150,-1.42666666666667
Inventrix,Artificial Lake,372,-1.43010752688172
Helion,Power Supply Consortium,313,-1.43130990415335
Inventrix,Immigration Shuttles,347,-1.43227665706052
PhoboLog,Pets,294,-1.43877551020408
United Nations Mars Initiative,Mohole Area,222,-1.44144144144144
PhoboLog,Archaebacteria,283,-1.4416961130742
PhoboLog,Breathing Filters,281,-1.44483985765125
ThorGate,Archaebacteria,159,-1.44654088050314
Inventrix,Tectonic Stress Power,387,-1.44702842377261
Helion,Strip Mine,308,-1.44805194805195
United Nations Mars Initiative,Business Network,154,-1.44805194805195
PhoboLog,Power Infrastructure,254,-1.4488188976378
PhoboLog,House Printing,238,-1.45798319327731
United Nations Mars Initiative,Martian Survey,137,-1.45985401459854
United Nations Mars Initiative,Bushes,181,-1.46408839779006
PhoboLog,Mining Expedition,273,-1.46886446886447
Inventrix,Power Supply Consortium,349,-1.4785100286533
Robinson Industries,Immigrant City,282,-1.47872340425532
PhoboLog,Ants,269,-1.48327137546468
ThorGate,Corporate Stronghold,134,-1.48507462686567
Robinson Industries,Urbanized Area,288,-1.48958333333333
PhoboLog,Lightning Harvest,300,-1.49
Inventrix,Power Grid,352,-1.49431818181818
Inventrix,Mohole Area,287,-1.49477351916376
United Nations Mars Initiative,Solar Wind Power,161,-1.49689440993789
Inventrix,Predators,364,-1.49725274725275
ThorGate,Soletta,138,-1.5
Helion,Rover Construction,305,-1.5016393442623
United Nations Mars Initiative,Strip Mine,158,-1.50632911392405
United Nations Mars Initiative,Land Claim,201,-1.50746268656716
ThorGate,Symbiotic Fungus,143,-1.51048951048951
PhoboLog,Tundra Farming,305,-1.51475409836066
ThorGate,Equatorial Magnetizer,183,-1.51912568306011
ThorGate,Extreme-Cold Fungus,146,-1.52054794520548
United Nations Mars Initiative,Development Center,130,-1.52307692307692
United Nations Mars Initiative,Wave Power,181,-1.53038674033149
PhoboLog,SF Memorial,216,-1.53240740740741
United Nations Mars Initiative,Flooding,216,-1.53240740740741
Inventrix,Io Mining Industries,289,-1.53287197231834
Helion,Media Archives,296,-1.53378378378378
Inventrix,Noctis City,339,-1.53392330383481
ThorGate,Satellites,146,-1.53424657534247
PhoboLog,Martian Rails,260,-1.53846153846154
ThorGate,Steelworks,215,-1.53953488372093
United Nations Mars Initiative,Vesta Shipyard,131,-1.54198473282443
PhoboLog,Space Station,283,-1.54416961130742
PhoboLog,Fueled Generators,284,-1.55281690140845
United Nations Mars Initiative,Satellites,159,-1.55345911949686
United Nations Mars Initiative,Farming,174,-1.55747126436782
United Nations Mars Initiative,Adapted Lichen,163,-1.55828220858896
Helion,Open City,318,-1.55974842767296
Helion,Extreme-Cold Fungus,300,-1.56
ThorGate,Tropical Resort,147,-1.56462585034014
ThorGate,Lake Marineris,148,-1.56756756756757
PhoboLog,Adaptation Technology,266,-1.56766917293233
PhoboLog,Farming,253,-1.56916996047431
ThorGate,Immigrant City,156,-1.57051282051282
Inventrix,Underground City,340,-1.57058823529412
United Nations Mars Initiative,Protected Valley,182,-1.57142857142857
ThorGate,Viral Enhancers,138,-1.57246376811594
PhoboLog,Search For Life,270,-1.57407407407407
PhoboLog,Rover Construction,266,-1.57518796992481
United Nations Mars Initiative,Nitrophilic Moss,146,-1.57534246575342
Helion,Commercial District,323,-1.57585139318885
ThorGate,Colonizer Training Camp,157,-1.5796178343949
ThorGate,Fish,173,-1.58381502890173
PhoboLog,Artificial Lake,271,-1.58671586715867
United Nations Mars Initiative,Release of Inert Gases,211,-1.58767772511848
Helion,Search For Life,301,-1.59136212624585
United Nations Mars Initiative,Nitrite Reducing Bacteria,209,-1.59808612440191
PhoboLog,Water Import From Europa,319,-1.60188087774295
ThorGate,Pets,132,-1.60606060606061
Inventrix,Shuttles,371,-1.60646900269542
United Nations Mars Initiative,Corporate Stronghold,176,-1.60795454545455
ThorGate,Artificial Photosynthesis,131,-1.61068702290076
United Nations Mars Initiative,Fish,185,-1.61081081081081
United Nations Mars Initiative,Power Grid,170,-1.61176470588235
ThorGate,Beam From a Thorium Asteroid,140,-1.61428571428571
ThorGate,Large Convoy,159,-1.61635220125786
United Nations Mars Initiative,Artificial Lake,178,-1.61797752808989
ThorGate,Urbanized Area,159,-1.62893081761006
ThorGate,Solar Wind Power,162,-1.6358024691358
ThorGate,Dust Seals,163,-1.63803680981595
United Nations Mars Initiative,Soil Factory,183,-1.63934426229508
PhoboLog,Small Animals,267,-1.64794007490637
PhoboLog,Phobos Space Haven,402,-1.65422885572139
ThorGate,Herbivores,142,-1.65492957746479
United Nations Mars Initiative,Convoy From Europa,203,-1.6551724137931
Helion,Colonizer Training Camp,311,-1.65594855305466
ThorGate,Caretaker Contract,147,-1.65986394557823
ThorGate,Phobos Space Haven,127,-1.66141732283465
United Nations Mars Initiative,Commercial District,134,-1.66417910447761
Helion,Protected Valley,286,-1.66433566433566
PhoboLog,Underground City,236,-1.66525423728814
Helion,Mining Expedition,355,-1.66760563380282
PhoboLog,Black Polar Dust,260,-1.66923076923077
United Nations Mars Initiative,Herbivores,170,-1.67058823529412
United Nations Mars Initiative,Medical Lab,140,-1.67142857142857
ThorGate,Sponsors,146,-1.67808219178082
ThorGate,Immigration Shuttles,135,-1.68148148148148
United Nations Mars Initiative,Tundra Farming,139,-1.68345323741007
PhoboLog,Great Dam,270,-1.68518518518519
Helion,Research Coordination,256,-1.6875
United Nations Mars Initiative,Anti-Gravity Technology,142,-1.69014084507042
PhoboLog,Deep Well Heating,250,-1.692
Inventrix,Small Animals,394,-1.69543147208122
ThorGate,Breathing Filters,157,-1.70063694267516
ThorGate,Space Elevator,117,-1.7008547008547
Helion,GHG Producing Bacteria,292,-1.70205479452055
Inventrix,GHG Producing Bacteria,385,-1.7038961038961
ThorGate,Technology Demonstration,156,-1.70512820512821
ThorGate,Water Import From Europa,136,-1.71323529411765
United Nations Mars Initiative,Insects,164,-1.71951219512195
United Nations Mars Initiative,Trans-Neptune Probe,159,-1.72327044025157
PhoboLog,Tropical Resort,268,-1.73134328358209
United Nations Mars Initiative,Imported Nitrogen,140,-1.73571428571429
Helion,Insulation,342,-1.73684210526316
Helion,Immigrant City,313,-1.73801916932907
PhoboLog,Commercial District,264,-1.73863636363636
ThorGate,Underground City,184,-1.73913043478261
United Nations Mars Initiative,Rad-Suits,165,-1.73939393939394
United Nations Mars Initiative,Fueled Generators,144,-1.74305555555556
United Nations Mars Initiative,Technology Demonstration,144,-1.75
United Nations Mars Initiative,Deep Well Heating,197,-1.75126903553299
United Nations Mars Initiative,Mining Area,126,-1.75396825396825
PhoboLog,Standard Technology,244,-1.75409836065574
ThorGate,Worms,153,-1.76470588235294
United Nations Mars Initiative,Aerobraked Ammonia Asteroid,179,-1.76536312849162
United Nations Mars Initiative,Capital,155,-1.76774193548387
United Nations Mars Initiative,Artificial Photosynthesis,151,-1.7682119205298
United Nations Mars Initiative,Asteroid,203,-1.77832512315271
Helion,Release of Inert Gases,318,-1.78616352201258
United Nations Mars Initiative,Aquifer Pumping,192,-1.78645833333333
ThorGate,Lava Flows,164,-1.79268292682927
United Nations Mars Initiative,Micro-Mills,153,-1.80392156862745
ThorGate,Eos Chasma National Park,167,-1.80838323353293
United Nations Mars Initiative,Martian Rails,177,-1.8135593220339
PhoboLog,Water Splitting Plant,279,-1.81720430107527
ThorGate,Capital,165,-1.83030303030303
United Nations Mars Initiative,Investment Loan,154,-1.83116883116883
ThorGate,Magnetic Field Generators,172,-1.83139534883721
United Nations Mars Initiative,SF Memorial,139,-1.83453237410072
ThorGate,Martian Survey,117,-1.83760683760684
Inventrix,Lava Tube Settlement,277,-1.84115523465704
United Nations Mars Initiative,GHG Producing Bacteria,156,-1.8525641025641
ThorGate,Nitrite Reducing Bacteria,137,-1.85401459854015
United Nations Mars Initiative,Moss,158,-1.86075949367089
ThorGate,Trees,144,-1.86111111111111
United Nations Mars Initiative,Breathing Filters,179,-1.8659217877095
PhoboLog,Shuttles,273,-1.86813186813187
Helion,Protected Habitats,313,-1.87220447284345
ThorGate,Designed Microorganisms,159,-1.88050314465409
United Nations Mars Initiative,Invention Contest,144,-1.88194444444444
ThorGate,Noctis Farming,143,-1.88811188811189
United Nations Mars Initiative,Rover Construction,164,-1.89024390243902
ThorGate,Lightning Harvest,161,-1.8944099378882
ThorGate,Adaptation Technology,172,-1.8953488372093
ThorGate,Psychrophiles,96,-1.89583333333333
ThorGate,Moss,147,-1.89795918367347
United Nations Mars Initiative,Mass Converter,146,-1.9041095890411
United Nations Mars Initiative,Mineral Deposit,188,-1.90425531914894
United Nations Mars Initiative,Food Factory,168,-1.9047619047619
United Nations Mars Initiative,Fuel Factory,141,-1.90780141843972
United Nations Mars Initiative,Imported GHG,174,-1.90804597701149
ThorGate,Import of Advanced GHG,132,-1.90909090909091
ThorGate,Vesta Shipyard,146,-1.91095890410959
ThorGate,Media Archives,138,-1.91304347826087
United Nations Mars Initiative,Lightning Harvest,139,-1.9136690647482
PhoboLog,Protected Habitats,257,-1.91439688715953
ThorGate,Solar Power,189,-1.92063492063492
ThorGate,Mining Expedition,140,-1.92142857142857
Helion,Decomposers,309,-1.93527508090615
ThorGate,Callisto Penal Mines,130,-1.93846153846154
United Nations Mars Initiative,Media Archives,154,-1.95454545454545
United Nations Mars Initiative,Ganymede Colony,175,-1.96571428571429
United Nations Mars Initiative,Io Mining Industries,122,-1.97540983606557
United Nations Mars Initiative,Ice cap Melting,172,-1.97674418604651
United Nations Mars Initiative,Symbiotic Fungus,176,-1.97727272727273
United Nations Mars Initiative,Water Import From Europa,156,-1.98717948717949
Inventrix,Advanced Ecosystems,352,-1.99715909090909
Inventrix,Black Polar Dust,332,-2
Helion,Pets,277,-2
ThorGate,Advanced Ecosystems,147,-2.00680272108844
United Nations Mars Initiative,Mine,167,-2.01197604790419
PhoboLog,Regolith Eaters,243,-2.01234567901235
United Nations Mars Initiative,Magnetic Field Dome,177,-2.01694915254237
United Nations Mars Initiative,Industrial Microbes,166,-2.02409638554217
Inventrix,Martian Survey,275,-2.02909090909091
Inventrix,Adaptation Technology,363,-2.03030303030303
PhoboLog,Designed Microorganisms,261,-2.03448275862069
PhoboLog,Colonizer Training Camp,259,-2.03474903474903
United Nations Mars Initiative,Physics Complex,152,-2.03947368421053
ThorGate,Space Mirrors,168,-2.04166666666667
ThorGate,Energy Saving,164,-2.04878048780488
Inventrix,Gene Repair,343,-2.05539358600583
ThorGate,Domed Crater,162,-2.05555555555556
United Nations Mars Initiative,CEO's Favourite Project,157,-2.05732484076433
United Nations Mars Initiative,Permafrost extraction,169,-2.06508875739645
ThorGate,Gene Repair,153,-2.06535947712418
United Nations Mars Initiative,Terraforming Ganymede,166,-2.07228915662651
ThorGate,Nuclear Power,188,-2.08510638297872
United Nations Mars Initiative,Power Infrastructure,168,-2.10119047619048
United Nations Mars Initiative,Grass,133,-2.1203007518797
United Nations Mars Initiative,Water Splitting Plant,186,-2.12365591397849
United Nations Mars Initiative,Comet,198,-2.13131313131313
United Nations Mars Initiative,Industrial Center,167,-2.13173652694611
Helion,SF Memorial,309,-2.13268608414239
United Nations Mars Initiative,Mining Expedition,194,-2.14948453608247
United Nations Mars Initiative,Equatorial Magnetizer,192,-2.15104166666667
United Nations Mars Initiative,Tectonic Stress Power,150,-2.15333333333333
ThorGate,Ganymede Colony,143,-2.15384615384615
United Nations Mars Initiative,Virus,156,-2.16025641025641
Helion,Investment Loan,314,-2.1687898089172
United Nations Mars Initiative,Heather,174,-2.17816091954023
United Nations Mars Initiative,Algae,166,-2.19277108433735
ThorGate,Water Splitting Plant,190,-2.19473684210526
United Nations Mars Initiative,Space Hotels,165,-2.2
United Nations Mars Initiative,Fusion Power,159,-2.20125786163522
United Nations Mars Initiative,Ecological Zone,167,-2.20359281437126
United Nations Mars Initiative,Regolith Eaters,191,-2.21465968586387
United Nations Mars Initiative,Miranda Resort,161,-2.22981366459627
United Nations Mars Initiative,Advanced Ecosystems,169,-2.23076923076923
United Nations Mars Initiative,Inventors' Guild,172,-2.23255813953488
United Nations Mars Initiative,Caretaker Contract,175,-2.24
United Nations Mars Initiative,Immigration Shuttles,154,-2.24025974025974
ThorGate,Lagrange Observatory,160,-2.25
United Nations Mars Initiative,Cupola City,126,-2.26190476190476
United Nations Mars Initiative,Underground City,148,-2.27027027027027
United Nations Mars Initiative,Giant Space Mirror,167,-2.27544910179641
United Nations Mars Initiative,Dust Seals,181,-2.27624309392265
United Nations Mars Initiative,Shuttles,178,-2.28651685393258
ThorGate,Protected Habitats,151,-2.29801324503311
ThorGate,House Printing,104,-2.29807692307692
United Nations Mars Initiative,Cloud Seeding,157,-2.29936305732484
United Nations Mars Initiative,GHG Factories,190,-2.30526315789474
United Nations Mars Initiative,Small Animals,153,-2.30718954248366
United Nations Mars Initiative,Special Design,167,-2.32335329341317
ThorGate,Magnetic Field Dome,169,-2.32544378698225
United Nations Mars Initiative,Lake Marineris,160,-2.33125
United Nations Mars Initiative,Standard Technology,197,-2.33502538071066
ThorGate,Ironworks,188,-2.33510638297872
ThorGate,Windmills,170,-2.33529411764706
United Nations Mars Initiative,Security Fleet,175,-2.33714285714286
United Nations Mars Initiative,Tropical Resort,173,-2.34682080924856
ThorGate,Decomposers,145,-2.35172413793103
United Nations Mars Initiative,House Printing,121,-2.35537190082645
ThorGate,Food Factory,152,-2.36184210526316
United Nations Mars Initiative,Asteroid Mining Consortium,144,-2.36805555555556
United Nations Mars Initiative,Asteroid Mining,135,-2.37037037037037
United Nations Mars Initiative,Research,154,-2.37662337662338
United Nations Mars Initiative,Nuclear Power,163,-2.38650306748466
United Nations Mars Initiative,Predators,149,-2.38926174496644
ThorGate,Farming,140,-2.39285714285714
ThorGate,Artificial Lake,154,-2.3961038961039
United Nations Mars Initiative,Business Contacts,161,-2.40372670807453
United Nations Mars Initiative,Solar Power,155,-2.40645161290323
ThorGate,Bushes,153,-2.41176470588235
United Nations Mars Initiative,Power Plant,138,-2.41304347826087
ThorGate,Regolith Eaters,141,-2.41843971631206
United Nations Mars Initiative,Extreme-Cold Fungus,181,-2.42541436464088
United Nations Mars Initiative,Noctis Farming,157,-2.42675159235669
United Nations Mars Initiative,Steelworks,210,-2.42857142857143
United Nations Mars Initiative,Livestock,162,-2.44444444444444
United Nations Mars Initiative,Space Station,155,-2.45161290322581
United Nations Mars Initiative,Energy Saving,199,-2.45226130653266
United Nations Mars Initiative,Research Coordination,133,-2.46616541353383
United Nations Mars Initiative,Lichen,163,-2.50920245398773
United Nations Mars Initiative,Magnetic Field Generators,145,-2.53103448275862
United Nations Mars Initiative,Zeppelins,174,-2.55747126436782
United Nations Mars Initiative,Viral Enhancers,168,-2.57142857142857
United Nations Mars Initiative,Power Supply Consortium,160,-2.575
United Nations Mars Initiative,Geothermal Power,157,-2.5796178343949
ThorGate,Aerobraked Ammonia Asteroid,132,-2.59090909090909
United Nations Mars Initiative,Plantation,175,-2.63428571428571
United Nations Mars Initiative,Callisto Penal Mines,158,-2.63924050632911
United Nations Mars Initiative,Ironworks,172,-2.67441860465116
ThorGate,Rad-Suits,148,-2.67567567567568
